219a6cd4-edfe-4982-8470-39b60421ed74|The Aggregated River and Lake Ice Extent (ARLIE) product is a spatially aggregated information on surface water conditions of rivers and lakes. ARLIE information is stored in a geodatabase, enriched every day from the different River and Lake Ice Extent products (RLIE S1, RLIE S2, RLIE S1+S2) for the entire EEA38 and the United Kingdom. It provides percent coverage of snow-covered or snow-free ice on lakes and on 10 km river sections described by the EU-HYDRO river and lake network database.##The ARLIE data is stored in a PostGIS persistent geodatabase. They can be retrieved by using a specific REST API. Users can query ice sheet summary information of river segments and lakes (ARLIE statistics) together with the geometry and caracteristics of the features on which these statistics were estimated. All geometry features are delivered in the ETRS89 LAEA (EPSG:3035) coordinate reference system.##ARLIE is one of the products of the pan-European High-Resolution Snow and Ice service (HR-S&I), which are provided at high spatial resolution from the Sentinel-2 and Sentinel-1 constellations data from September 1, 2016 onwards.|Input data for the ARLIE are the WIC S1, the WIC S2 and the WIC S1+S2.
3bf542bd-eebd-4d73-b53c-a0243f2ed862|The High Resolution Layer on Imperviousness Density 2018 is a thematic product showing the sealing density in the range from 0-100% for the period 2018 (including data from 2017-2019) for the EEA-38 area and the United Kingdom. The production of the high resolution imperviousness layers is coordinated by EEA in the frame of the EU Copernicus programme.##The high resolution imperviousness products capture the percentage and change of soil sealing. Built-up areas are characterized by the substitution of the original (semi-) natural land cover or water surface with an artificial, often impervious cover. These artificial surfaces are usually maintained over long periods of time. A series of high resolution imperviousness datasets (for the 2006, 2009, 2012, 2015 and 2018 reference years) with all artificially sealed areas was produced using automatic derivation based on calibrated Normalized Difference Vegetation Index (NDVI). This series of imperviousness layers constitutes the main status layers. They are per-pixel estimates of impermeable cover of soil (soil sealing) and are mapped as the degree of imperviousness (0-100%). Imperviousness change layers were produced as a difference between the reference years (2006-2009, 2009-2012, 2012-2015, 2015-2018 and additionally 2006-2012, to fully match the CORINE Land Cover production cycle) and are presented 1) as degree of imperviousness change (-100% -- +100%), in 20m and 100m pixel size, and 2) a classified (categorical) 20m change product.##Data is provided as 10 meter rasters (fully conformant with the EEA reference grid) in 100 x 100 km tiles grouped according to the EEA38 countries and the United Kingdom.|Quality assurance follows the ISO9000 standards for Quality Management and comprises of dedicated procedures of on-going quality checks (QA breakpoints) during implementation of the production chain, in order to keep persistent control over the various stages of production, assure fitness-for-purpose of the end-products and that all quality requirements are fulfilled. Priority will be given to the target thematic accuracies to be achieved by each product, as well as to the issues of product consistency (spatial, thematic, temporal) and homogeneity.#Quality Assessment: The quality assessment has been performed according to INSPIRE Data Specifications. The data quality elements considered are:#Completeness,#Logical Consistency,#Thematic Accuracy,#Temporal quality and#Usability.#Each of them (excl. the Thematic Accuracy hereafter) forms a section in the QA/QC Procedures.
524fa72f-61d7-4364-801e-3e271d7b10bc|The High Resolution Layer on Imperviousness Density 2018 with 100 m resolution is a thematic product showing the sealing density in the range from 0-100% in an aggregated version (100m) for the period 2018 (including data from 2017-2019) for the EEA-38 area and the United Kingdom. The production of the high resolution imperviousness layers is coordinated by EEA in the frame of the EU Copernicus programme.##The high resolution imperviousness products capture the percentage and change of soil sealing. Built-up areas are characterized by the substitution of the original (semi-) natural land cover or water surface with an artificial, often impervious cover. These artificial surfaces are usually maintained over long periods of time. A series of high resolution imperviousness datasets (for the 2006, 2009, 2012, 2015 and 2018 reference years) with all artificially sealed areas was produced using automatic derivation based on calibrated Normalized Difference Vegetation Index (NDVI). This series of imperviousness layers constitutes the main status layers. They are per-pixel estimates of impermeable cover of soil (soil sealing) and are mapped as the degree of imperviousness (0-100%). Imperviousness change layers were produced as a difference between the reference years (2006-2009, 2009-2012, 2012-2015, 2015-2018 and additionally 2006-2012, to fully match the CORINE Land Cover production cycle) and are presented 1) as degree of imperviousness change (-100% -- +100%), in 20m and 100m pixel size, and 2) a classified (categorical) 20m change product.##The dataset in 100 meter aggregate raster (fully conformant with the EEA reference grid) is provided as a full EEA38 and United Kingdom mosaic.|Quality assurance follows the ISO9000 standards for Quality Management and comprises of dedicated procedures of on-going quality checks (QA breakpoints) during implementation of the production chain, in order to keep persistent control over the various stages of production, assure fitness-for-purpose of the end-products and that all quality requirements are fulfilled. Priority will be given to the target thematic accuracies to be achieved by each product, as well as to the issues of product consistency (spatial, thematic, temporal) and homogeneity.#Quality Assessment: The quality assessment has been performed according to INSPIRE Data Specifications. The data quality elements considered are:#Completeness,#Logical Consistency,#Thematic Accuracy,#Temporal quality and#Usability.#Each of them (excl. the Thematic Accuracy hereafter) forms a section in the QA/QC Procedures.
a807e528-431a-4dca-a6cd-0e8947563fce|The Share of Built-up (SBU) layer for the reference year 2018 represents share (percentage) of built-up (IBU) for the reference year 2018 in an aggregated version of 100m spatial resolution for the EEA38 countries and the United Kingdom. The production of the high resolution imperviousness layers is coordinated by the EEA in the frame of the EU Copernicus programme. ##The high resolution imperviousness products capture the percentage and change of soil sealing. Built-up areas are characterized by the substitution of the original (semi-) natural land cover or water surface with an artificial, often impervious cover. These artificial surfaces are usually maintained over long periods of time. A series of high resolution imperviousness datasets (for the 2006, 2009, 2012, 2015 and 2018 reference years) with all artificially sealed areas was produced using automatic derivation based on calibrated Normalized Difference Vegetation Index (NDVI). This series of imperviousness layers constitutes the main status layers. They are per-pixel estimates of impermeable cover of soil (soil sealing) and are mapped as the degree of imperviousness (0-100%). Imperviousness change layers were produced as a difference between the reference years (2006-2009, 2009-2012, 2012-2015, 2015-2018 and additionally 2006-2012, to fully match the CORINE Land Cover production cycle) and are presented 1) as degree of imperviousness change (-100% -- +100%), in 20m and 100m pixel size, and 2) a classified (categorical) 20m change product.##The 100 meter aggregate raster (fully conformant with the EEA reference grid) is provided as a full EEA38 and United Kingdom mosaic.|Quality assurance follows the ISO9000 standards for Quality Management and comprises of dedicated procedures of on-going quality checks (QA breakpoints) during implementation of the production chain, in order to keep persistent control over the various stages of production, assure fitness-for-purpose of the end-products and that all quality requirements are fulfilled. Priority will be given to the target thematic accuracies to be achieved by each product, as well as to the issues of product consistency (spatial, thematic, temporal) and homogeneity.#Quality Assessment: The quality assessment has been performed according to INSPIRE Data Specifications. The data quality elements considered are:#Completeness,#Logical Consistency,#Thematic Accuracy,#Temporal quality and#Usability.#Each of them (excl. the Thematic Accuracy hereafter) forms a section in the QA/QC Procedures.
3e412def-a4e6-4413-98bb-42b571afd15e|The Impervious Built-up (IBU) layer for the reference year 2018 is a thematic product showing the binary information of building (class 1) and no building (class 0) within the sealing outline derived from the Imperviousness Density layer for the period 2018 for the EEA38 countries and the United Kingdom. The production of the high resolution imperviousness layers is coordinated by the EEA in the frame of the EU Copernicus programme.##The high resolution imperviousness products capture the percentage and change of soil sealing. Built-up areas are characterized by the substitution of the original (semi-) natural land cover or water surface with an artificial, often impervious cover. These artificial surfaces are usually maintained over long periods of time. A series of high resolution imperviousness datasets (for the 2006, 2009, 2012, 2015 and 2018 reference years) with all artificially sealed areas was produced using automatic derivation based on calibrated Normalized Difference Vegetation Index (NDVI). This series of imperviousness layers constitutes the main status layers. They are per-pixel estimates of impermeable cover of soil (soil sealing) and are mapped as the degree of imperviousness (0-100%). Imperviousness change layers were produced as a difference between the reference years (2006-2009, 2009-2012, 2012-2015, 2015-2018 and additionally 2006-2012, to fully match the CORINE Land Cover production cycle) and are presented 1) as degree of imperviousness change (-100% -- +100%), in 20m and 100m pixel size, and 2) a classified (categorical) 20m change product.##The dataset is provided as 10 meter rasters (fully conformant with the EEA reference grid) in 100 x 100 km tiles grouped according to the EEA38 and the United Kingdom.|Quality assurance follows the ISO9000 standards for Quality Management and comprises of dedicated procedures of on-going quality checks (QA breakpoints) during implementation of the production chain, in order to keep persistent control over the various stages of production, assure fitness-for-purpose of the end-products and that all quality requirements are fulfilled. Priority will be given to the target thematic accuracies to be achieved by each product, as well as to the issues of product consistency (spatial, thematic, temporal) and homogeneity.#Quality Assessment: The quality assessment has been performed according to INSPIRE Data Specifications. The data quality elements considered are:#Completeness,#Logical Consistency,#Thematic Accuracy,#Temporal quality and#Usability.#Each of them (excl. the Thematic Accuracy hereafter) forms a section in the QA/QC Procedures.
e3284161-abef-4a2e-a291-cd8ce1cab54e|The High Resolution Layer Imperviousness Change (IMC) 2015-2018 is a 20m raster dataset showing change in imperviousness between 2015 and 2018 reference years, produced in the frame of the EU Copernicus programme.##The high resolution imperviousness products capture the percentage and change of soil sealing. Built-up areas are characterized by the substitution of the original (semi-) natural land cover or water surface with an artificial, often impervious cover. These artificial surfaces are usually maintained over long periods of time. A series of high resolution imperviousness datasets (for the 2006, 2009, 2012, 2015 and 2018 reference years) with all artificially sealed areas was produced using automatic derivation based on calibrated Normalized Difference Vegetation Index (NDVI). This series of imperviousness layers constitutes the main status layers. They are per-pixel estimates of impermeable cover of soil (soil sealing) and are mapped as the degree of imperviousness (0-100%). Imperviousness change layers were produced as a difference between the reference years (2006-2009, 2009-2012, 2012-2015, 2015-2018 and additionally 2006-2012, to fully match the CORINE Land Cover production cycle) and are presented 1) as degree of imperviousness change (-100% -- +100%), in 20m and 100m pixel size, and 2) a classified (categorical) 20m change product. ##This dataset is provided as 20 meter rasters (fully conformant with EEA reference grid) in 100 x 100 km tiles grouped according to the EEA38 countries and the United Kingdom.|Quality assurance follows the ISO9000 standards for Quality Management and comprises of dedicated procedures of ongoing quality checks (QA breakpoints) during implementation of the production chain, in order to keep persistent control over the various stages of production, assure fitness-for-purpose of the end-products and that all quality requirements are fulfilled. Priority has been given to the target thematic accuracies to be achieved by each product, as well as to the issues of product consistency (spatial, thematic, temporal) and homogeneity. Quality Assessment: The quality assessment has been performed according to INSPIRE Data Specifications. The data quality elements considered are:#(i) Completeness,#(ii) Logical Consistency,#(iii) Thematic Accuracy,#(iv) Temporal quality and#(v) Usability.#Each of them (excl. the Thematic Accuracy hereafter) forms a section in the QA/QC Procedures.##IMPORTANT: Please be aware that we are currently investigating the reliability of the magnitude of imperviousness increase that was mapped for the 2015-2018 period. The change products (as mapped) show a significant increase of the speed to soil sealing/imperviousness as compared to the previous periods for which we have change data (2006-2009, 2009-2012 and 2012-2015). We are confident that the trend and the spatial pattern of the trend reflects reality, but the magnitude of the increase needs to be further investigated.
64b34cd9-05b4-4e18-8e7b-15394d3fdb5c|The Copernicus High Resolution Forest Layer Tree Cover Change Mask (TCCM) 2012-2015 raster product provides information on the change between the reference years 2012 and 2015 and consists of 4 thematic classes (unchanged areas with no tree cover / new tree cover / loss of tree cover / unchanged areas with tree cover) at 20m spatial resolution and covers EEA38 area and the United Kingdom. The production of the High Resolution Forest layers was coordinated by the European Environment Agency (EEA) in the frame of the EU Copernicus programme.##The High Resolution Forest product consists of three types of (status) products and additional change products. The status products are available for the 2012, 2015 and 2018 reference years: 1. Tree cover density providing level of tree cover density in a range from 0-100%; 2. Dominant leaf type providing information on the dominant leaf type: broadleaved or coniferous; 3. A Forest type product. The forest type product allows to get as close as possible to the FAO forest definition. In its original (20m) resolution it consists of two products: 1) a dominant leaf type product that has a MMU of 0.5 ha, as well as a 10% tree cover density threshold applied, and 2) a support layer that maps, based on the dominant leaf type product, trees under agricultural use and in urban context (derived from CLC and high resolution imperviousness 2009 data). For the final 100m product trees under agricultural use and urban context from the support layer are removed.|The Tree Cover Change Mask (TCCM) 2012-2015 is a change product based on the experimental and unpublished Dominant Leaf Type Change (DLTC) product 2012-2015 from the HRL 2015 production. First, the experimental DLTC product has been recoded to the new TCCM specifications of the HRL 2018 production. Subsequently, the resulting change classes are filtered according to the specified Minimum Mapping Unit (MMU) of 1 ha. The product covers the whole EEA39 area and is provided in European projection. National products might show a broken MMU due to reprojection.#Quality assurance follows the ISO 9001:2015 standards for Quality Management and comprises of dedicated procedures of quality checks (QA breakpoints) during implementation of the production chain, in order to keep persistent control over the various stages of production, assure fitness-for-purpose of the end-products and that all quality requirements are fulfilled. Priority has been given to the target thematic accuracy to be achieved by each product, as well as to the issues of product consistency (spatial, thematic, temporal) and homogeneity. Quality Assessment: The quality assessment has been performed according to INSPIRE Data Specifications. The data quality elements considered are: (i) Completeness, (ii) Logical Consistency, (iii) positional accuracy, (iv) Thematic Accuracy, (v) Temporal quality and (vi) Usability.#Geometric accuracy (positioning scale): Less than one pixel (20m) according to ortho-rectified satellite image base delivered by ESA. #Thematic target accuracy: not assessed.
205e2db2-4e35-4b1b-bf84-271c4a82248c|The Coastal Zones (CZ) LC/LU product for 2018 is providing a detailed Land Cover / Land Use (LC/ LU) dataset for areas along the coastline of the EEA38 countries and the United Kingdom, with reference year 2018 for the classification. This product monitors landscape dynamics in European coastal territory to an inland depth of 10 km with a total area of approximately 730,000 km², with all the relevant areas (estuaries, coastal lowlands, nature reserves). The production of the coastal zone layers was coordinated by the European Environment Agency (EEA) in the frame of the EU Copernicus programme, as part of the Copernicus Land Monitoring Service (CLMS) Local Component.##The Coastal Zones product covers a buffer zone of coastline derived from EU-Hydro v1.1. Land Cover/Land Use (LC/LU) layer is extracted from Very High Resolution (VHR) satellite data and other available data. The class definitions follow the pre-defined nomenclature on the basis of Mapping and Assessment of Ecosystems and their Services (MAES) typology of ecosystems (Level 1 to Level 4) and CORINE Land Cover adapted to the specific characteristics of coastal zones. The classification provides 71 distinct thematic classes with a Minimum Mapping Unit (MMU) of 0.5 ha and a Minimum Mapping Width (MMW) of 10 m. The product is available for the 2012 and 2018 reference year including change mapping.##This CZ dataset is distributed in vector format, in a single OGC GeoPackage SQLite file covering the area of interest.|Computer assisted visual mapping of LC/LU for reference year 2018. The main dataset for visual image interpretation of reference year 2018 was the VHR_IMAGE_2018 dataset (Optical VHR coverage of EEA-39 2017-2019), consisting of 2m Pléiades, Kompsat 3/3A, SuperView-1 and 4m SPOT-6/7, TripleSat, PlanetScope and Deimos satellite data. The nomenclature is the basis of the MAES typology of ecosystems adapted to the specific needs of coastal zones monitoring and it is composed by 71 classes.#Positional Accuracy: less than 5 m (according to geo-location accuracy of satellite imagery delivered by ESA: less than 5m RMSE). Thematic accuracy (area-corrected Overall Accuracy): 97.7%. Accuracy Assessment approach: Stratified Random Point Sampling with 60001 sampling points. Interpretation of sampling points has been performed on the best available reference data.#The Minimum Mapping Unit is 0.5 ha.#The Minimum Mapping Width is 10 m.
fe8d5d51-36ab-46d4-be61-dcfad7c308f1|The Coastal Zones (CZ) LC/LU product for 2012 is providing a detailed Land Cover / Land Use (LC/ LU) dataset for areas along the coastline of the EEA38 countries and the United Kingdom, with reference year 2012 for the classification. This product monitors landscape dynamics in European coastal territory to an inland depth of 10 km with a total area of approximately 730,000 km², with all the relevant areas (estuaries, coastal lowlands, nature reserves). The production of the coastal zone layers was coordinated by the European Environment Agency (EEA) in the frame of the EU Copernicus programme, as part of the Copernicus Land Monitoring Service (CLMS) Local Component.##The Coastal Zones product covers a buffer zone of coastline derived from EU-Hydro v1.1. Land Cover/Land Use (LC/LU) layer is extracted from Very High Resolution (VHR) satellite data and other available data. The class definitions follow the pre-defined nomenclature on the basis of Mapping and Assessment of Ecosystems and their Services (MAES) typology of ecosystems (Level 1 to Level 4) and CORINE Land Cover adapted to the specific characteristics of coastal zones. The classification provides 71 distinct thematic classes with a Minimum Mapping Unit (MMU) of 0.5 ha and a Minimum Mapping Width (MMW) of 10 m. The product is available for the 2012 and 2018 reference year including change mapping. ##This CZ dataset is distributed in vector format, in a single OGC GeoPackage SQLite file covering the area of interest.|Computer assisted visual mapping of LC/LU for reference year 2012. The main dataset for visual image interpretation of reference year 2012 was the DWH_MG2b_CORE_03 dataset (Optical VHR2 coverage over EU 2011-2013), mainly consisting of 1.5m VHR2 SPOT-6 and 2.5m VHR2 SPOT-5 HRG and 2m Pléiades satellite data. The nomenclature is the basis of the MAES typology of ecosystems adapted to the specific needs of coastal zones monitoring and it is composed by 71 classes.#Positional Accuracy: less than 5 m (according to geo-location accuracy of satellite imagery delivered by ESA: less than 5m RMSE). Thematic accuracy (area-corrected Overall Accuracy): 97.9%. Accuracy Assessment approach: Stratified Random Point Sampling with 60001 sampling points. Interpretation of sampling points has been performed on the best available reference data.#The Minimum Mapping Unit is 0.5 ha.#The Minimum Mapping Width is 10 m.
c88e743d-e838-49e1-8c80-54f26bcf4ab8|The Coastal Zones LC/LU Change (CZC) 2012-2018 is providing the Land Cover / Land Use (LC/ LU) change for areas along the coastline of the EEA38 countries and the United Kingdom, between the reference years 2012 and 2018. The Coastal Zones product monitors landscape dynamics in European coastal territory to an inland depth of 10 km with a total area of approximately 730,000 km², with all the relevant areas (estuaries, coastal lowlands, nature reserves). The production of the coastal zone layers was coordinated by the European Environment Agency (EEA) in the frame of the EU Copernicus programme, as part of the Copernicus Land Monitoring Service (CLMS) Local Component.##The Coastal Zones Change product covers a buffer zone of coastline derived from EU-Hydro v1.1. The Land Cover/Land Use (LC/LU) Change layer is extracted from Very High Resolution (VHR) satellite data and other available data. The reference years for the change are 2012 and 2018. The class definitions follow the pre-defined nomenclature on the basis of Mapping and Assessment of Ecosystems and their Services (MAES) typology of ecosystems (Level 1 to Level 4) and CORINE Land Cover adapted to the specific characteristics of coastal zones. The classification provides 71 distinct thematic classes with a Minimum Mapping Unit (MMU) of 0.5 ha and a Minimum Mapping Width (MMW) of 10 m. The status product is available for the 2012 and 2018 reference years. ##This CZC dataset is distributed in vector format, in a single OGC GeoPackage file covering the area of interest.|Computer assisted visual mapping of LC/LU change between the reference years 2012 and 2018. The main dataset for visual image interpretation of reference year 2012 was the DWH_MG2b_CORE_03 dataset (Optical VHR2 coverage over EU 2011-2013) while for reference year 2018 was the VHR_IMAGE_2018 dataset (Optical VHR coverage of EEA-39 2017-2019), consisting of 2m Pléiades, Kompsat 3/3A, SuperView-1 and 4m SPOT-6/7, TripleSat, PlanetScope and Deimos satellite data. The nomenclature is the basis of the MAES typology of ecosystems adapted to the specific needs of coastal zones monitoring and it is composed by 71 classes.#Positional Accuracy: less than 5 m (according to geo-location accuracy of satellite imagery delivered by ESA: less than 5m RMSE). Thematic accuracy (area-corrected Overall Accuracy): 99.6%. Accuracy Assessment approach: Stratified Random Point Sampling with 11619 sampling points. Interpretation of sampling points has been performed on the best available reference data.#The Minimum Mapping Unit is 0.5 ha.#The Minimum Mapping Width is 10 m.
